SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
PROZONINTU,EQ, 19-Feb-2021,20.15,20.3,20.65,19.95,20.05,20.0,20.22,140356,28.39,523,85730,61.08,17,20210219
JINDWORLD,EQ, 19-Feb-2021,57.2,59.5,59.5,56.3,57.75,57.05,57.22,186943,106.97,2022,30244,16.18,17,20210219
MANAKSIA,EQ, 19-Feb-2021,54.3,54.45,54.45,52.8,54.25,53.4,53.54,62080,33.24,559,31866,51.33,17,20210219
INDORAMA,EQ, 19-Feb-2021,36.1,35.6,36.5,33.0,34.0,33.85,34.76,71930,25.0,564,50487,70.19,17,20210219
SAKAR,EQ, 19-Feb-2021,95.3,96.45,98.0,93.85,95.9,95.95,96.1,27769,26.69,291,17212,61.98,16,20210219
RMCL,EQ, 19-Feb-2021,2.4,2.3,2.5,2.3,2.5,2.5,2.38,1082463,25.79,642,673042,62.18,16,20210219
KMSUGAR,EQ, 19-Feb-2021,11.05,11.25,11.35,10.85,10.85,10.95,11.22,209203,23.47,347,145627,69.61,16,20210219
KANPRPLA,EQ, 19-Feb-2021,136.85,135.4,136.5,131.25,133.85,133.0,133.29,20356,27.13,567,12458,61.2,16,20210219
ACCURACY,EQ, 19-Feb-2021,56.45,56.1,59.25,54.2,57.95,57.25,57.64,46558,26.84,211,27999,60.14,16,20210219
PATINTLOG,EQ, 19-Feb-2021,27.7,27.0,27.2,25.4,26.0,26.05,26.26,97101,25.5,837,62592,64.46,16,20210219
QGOLDHALF,EQ, 19-Feb-2021,2012.25,2001.25,2018.35,1990.0,1992.2,1995.0,1996.39,1080,21.56,169,837,77.5,16,20210219
GALLISPAT,EQ, 19-Feb-2021,40.7,41.55,42.3,39.7,40.4,40.3,41.1,81088,33.32,739,39748,49.02,16,20210219
SHAREINDIA,EQ, 19-Feb-2021,232.2,227.0,236.75,223.65,234.75,234.2,232.54,12152,28.26,587,6885,56.66,16,20210219
GANESHHOUC,EQ, 19-Feb-2021,42.25,43.8,44.35,43.1,44.35,44.0,44.16,61738,27.26,283,36532,59.17,16,20210219
M100,EQ, 19-Feb-2021,24.7,25.07,25.07,24.2,24.65,24.7,24.54,99768,24.48,992,61681,61.82,15,20210219
OMAXE,EQ, 19-Feb-2021,71.65,71.0,72.65,70.6,71.7,71.65,71.88,30100,21.63,489,20936,69.55,15,20210219
SHIVAMAUTO,EQ, 19-Feb-2021,21.6,21.7,21.9,20.95,21.3,21.1,21.49,103928,22.33,364,73242,70.47,15,20210219
JINDRILL,EQ, 19-Feb-2021,87.8,88.2,89.45,85.95,87.5,86.85,87.71,38393,33.67,506,18063,47.05,15,20210219
NAHARSPING,EQ, 19-Feb-2021,82.9,84.0,84.0,80.1,81.1,80.6,82.68,28324,23.42,339,19212,67.83,15,20210219
BSLGOLDETF,EQ, 19-Feb-2021,4273.55,4285.9,4288.0,4210.0,4233.0,4230.5,4228.65,488,20.64,140,359,73.57,15,20210219
SWELECTES,EQ, 19-Feb-2021,189.25,188.05,192.8,188.0,189.85,189.1,189.72,12330,23.39,300,8046,65.26,15,20210219
UNIENTER,EQ, 19-Feb-2021,82.2,82.75,85.5,81.0,81.0,81.75,83.62,54795,45.82,2102,18115,33.06,15,20210219
WINDMACHIN,EQ, 19-Feb-2021,22.55,22.5,22.85,21.75,22.2,21.9,22.29,107186,23.89,517,69218,64.58,15,20210219
EMAMIREAL,EQ, 19-Feb-2021,53.6,55.95,56.25,55.8,56.25,56.25,56.11,44170,24.79,178,27736,62.79,15,20210219
UTISXN50,EQ, 19-Feb-2021,49.69,49.82,49.82,41.72,42.69,42.24,43.47,44918,19.52,720,32292,71.89,14,20210219
SPECIALITY,EQ, 19-Feb-2021,45.65,44.85,46.9,44.85,46.25,45.85,46.24,44354,20.51,431,30486,68.73,14,20210219
EBBETF0425,EQ, 19-Feb-2021,1020.93,1018.58,1020.99,1018.58,1020.05,1020.0,1020.18,1549,15.8,49,1465,94.58,14,20210219
JOCIL,EQ, 19-Feb-2021,162.4,166.5,166.5,160.2,160.8,160.45,161.89,14227,23.03,192,9033,63.49,14,20210219
INDOTECH,EQ, 19-Feb-2021,99.0,97.7,103.4,97.35,100.9,100.35,100.77,27185,27.4,813,14058,51.71,14,20210219
KCPSUGIND,EQ, 19-Feb-2021,15.7,15.6,15.75,15.3,15.35,15.35,15.51,192953,29.92,456,95884,49.69,14,20210219
FLEXITUFF,EQ, 19-Feb-2021,24.05,24.6,25.25,22.85,25.2,25.1,24.36,82165,20.01,332,60594,73.75,14,20210219
RHFL,EQ, 19-Feb-2021,2.25,2.25,2.25,2.15,2.2,2.15,2.2,923629,20.36,766,646798,70.03,14,20210219
GTL,EQ, 19-Feb-2021,6.85,6.95,7.05,6.8,6.9,6.9,6.93,274791,19.04,514,207764,75.61,14,20210219
REPRO,EQ, 19-Feb-2021,361.35,365.95,366.35,358.45,363.0,361.6,361.65,6899,24.95,265,3925,56.89,14,20210219
MGEL,EQ, 19-Feb-2021,45.9,45.85,46.7,45.0,46.4,46.4,46.33,33494,15.52,52,32196,96.12,14,20210219
NSIL,EQ, 19-Feb-2021,1132.95,1130.6,1130.6,1091.5,1105.0,1107.7,1112.47,1736,19.31,274,1298,74.77,14,20210219
BIOFILCHEM,EQ, 19-Feb-2021,64.4,67.6,67.6,67.6,67.6,67.6,67.6,21134,14.29,231,21134,100.0,14,20210219
OMAXAUTO,EQ, 19-Feb-2021,45.55,45.55,46.8,43.25,43.85,44.2,44.67,43973,19.64,804,29432,66.93,13,20210219
SASTASUNDR,EQ, 19-Feb-2021,119.35,119.35,121.95,118.85,120.5,120.25,120.42,13934,16.78,352,10847,77.85,13,20210219
PARSVNATH,EQ, 19-Feb-2021,5.8,5.9,6.05,5.7,6.0,6.0,5.92,321114,19.02,395,236151,73.54,13,20210219
BHAGYAPROP,EQ, 19-Feb-2021,26.85,27.45,27.5,26.55,26.6,26.9,26.74,60619,16.21,178,49356,81.42,13,20210219
MURUDCERA,EQ, 19-Feb-2021,21.9,21.75,23.0,21.3,21.7,21.6,22.04,188532,41.56,691,62480,33.14,13,20210219
INFRABEES,EQ, 19-Feb-2021,435.92,440.0,442.0,429.13,438.74,431.07,435.19,3566,15.52,120,3035,85.11,13,20210219
ROHLTD,EQ, 19-Feb-2021,68.15,68.85,68.95,67.1,67.7,67.65,67.96,45110,30.66,1104,20046,44.44,13,20210219
TRIL,EQ, 19-Feb-2021,17.25,16.85,17.5,16.85,16.85,16.95,17.16,129390,22.2,421,77853,60.17,13,20210219
ICICIM150,EQ, 19-Feb-2021,89.38,90.8,90.8,87.13,87.82,87.84,88.45,17215,15.23,149,14577,84.68,12,20210219
TOTAL,EQ, 19-Feb-2021,57.2,59.25,59.25,55.4,57.0,57.0,56.53,36310,20.53,366,22734,62.61,12,20210219
UMANGDAIRY,EQ, 19-Feb-2021,59.9,60.0,60.0,55.3,59.6,58.9,58.7,28547,16.76,474,20540,71.95,12,20210219
ANSALAPI,EQ, 19-Feb-2021,7.25,7.0,7.35,6.9,7.0,7.05,7.01,239006,16.76,346,173803,72.72,12,20210219
IFBAGRO,EQ, 19-Feb-2021,438.15,441.1,443.2,431.0,432.9,432.15,435.38,5034,21.92,496,2834,56.3,12,20210219
BRNL,EQ, 19-Feb-2021,33.55,33.55,34.05,32.45,32.65,32.75,33.16,75416,25.01,865,36545,48.46,12,20210219
ELECTHERM,EQ, 19-Feb-2021,118.2,120.65,122.0,116.25,117.7,117.25,119.06,20847,24.82,1127,10869,52.14,12,20210219
PRABHAT,EQ, 19-Feb-2021,70.4,70.4,71.4,70.15,71.25,71.0,70.88,24255,17.19,409,18093,74.59,12,20210219
JAYAGROGN,EQ, 19-Feb-2021,136.05,138.9,141.95,135.9,135.9,136.1,138.91,14391,19.99,285,9346,64.94,12,20210219
VIKASPROP,EQ, 19-Feb-2021,2.6,2.65,2.65,2.55,2.6,2.6,2.61,855186,22.29,1258,494001,57.77,12,20210219
ZOTA,EQ, 19-Feb-2021,153.35,153.5,159.8,152.2,153.75,154.2,157.12,11378,17.88,346,8120,71.37,12,20210219
COMPINFO,EQ, 19-Feb-2021,14.75,14.9,15.2,14.75,14.85,14.9,15.0,157581,23.63,353,75627,47.99,11,20210219
TIL,EQ, 19-Feb-2021,176.1,176.1,178.15,169.0,169.95,170.75,173.81,11924,20.73,410,6792,56.96,11,20210219
SANCO,EQ, 19-Feb-2021,11.95,12.2,12.55,11.85,12.15,12.0,12.08,142708,17.24,312,92378,64.73,11,20210219
LAMBODHARA,EQ, 19-Feb-2021,50.15,49.7,49.8,47.0,48.0,47.9,48.44,41265,19.99,789,24725,59.92,11,20210219
UNIDT,EQ, 19-Feb-2021,267.0,274.0,274.0,263.3,264.55,264.6,268.73,14348,38.56,221,4261,29.7,11,20210219
NAHARPOLY,EQ, 19-Feb-2021,90.35,92.25,92.6,87.0,88.5,88.15,89.64,19178,17.19,416,12528,65.32,11,20210219
HLVLTD,EQ, 19-Feb-2021,5.7,5.75,5.85,5.3,5.6,5.55,5.65,286661,16.2,514,202701,70.71,11,20210219
THEINVEST,EQ, 19-Feb-2021,109.45,112.0,112.0,106.0,109.0,107.15,109.63,19079,20.92,309,10896,57.11,11,20210219
MOLDTECH,EQ, 19-Feb-2021,42.95,42.95,43.8,41.8,42.0,41.95,42.32,31167,13.19,495,26184,84.01,11,20210219
VIPULLTD,EQ, 19-Feb-2021,23.15,23.1,24.35,22.1,22.35,22.65,23.64,75830,17.93,340,48263,63.65,11,20210219
DPSCLTD,EQ, 19-Feb-2021,13.9,14.0,14.95,14.0,14.7,14.75,14.68,102362,15.03,465,80157,78.31,11,20210219
BHARATGEAR,EQ, 19-Feb-2021,82.0,83.4,83.4,77.85,80.0,79.35,80.31,21222,17.04,419,13923,65.61,11,20210219
OMINFRAL,EQ, 19-Feb-2021,23.6,24.25,24.9,23.5,24.25,24.55,24.27,71206,17.28,316,48878,68.64,11,20210219
KHAICHEM,EQ, 19-Feb-2021,24.6,24.5,25.0,24.45,24.65,24.65,24.74,103227,25.54,1083,48032,46.53,11,20210219
HINDCOMPOS,EQ, 19-Feb-2021,289.75,295.25,300.0,290.45,299.0,298.7,295.41,12212,36.08,722,3803,31.14,11,20210219
SETCO,EQ, 19-Feb-2021,16.0,16.0,16.0,15.5,15.65,15.6,15.77,121452,19.15,367,72317,59.54,11,20210219
NDL,EQ, 19-Feb-2021,28.9,29.65,30.5,28.75,29.5,29.5,29.6,47831,14.16,192,38363,80.21,11,20210219
TARMAT,EQ, 19-Feb-2021,52.6,54.75,55.1,52.1,53.0,52.6,53.93,37536,20.24,485,21753,57.95,11,20210219
VIVIMEDLAB,EQ, 19-Feb-2021,14.8,15.0,15.05,14.7,14.9,14.75,14.88,119313,17.76,410,79191,66.37,11,20210219
SKMEGGPROD,EQ, 19-Feb-2021,50.75,51.7,52.05,50.1,50.3,50.45,51.07,38334,19.58,451,21039,54.88,10,20210219
KWALITY,EQ, 19-Feb-2021,2.5,2.4,2.4,2.4,2.4,2.4,2.4,441744,10.6,619,440694,99.76,10,20210219
KOTHARIPET,EQ, 19-Feb-2021,24.05,24.5,25.0,23.8,24.2,24.0,24.35,133559,32.52,524,43415,32.51,10,20210219
ORIENTHOT,EQ, 19-Feb-2021,23.55,23.35,24.0,23.0,23.3,23.4,23.45,57418,13.47,211,45875,79.9,10,20210219
CAREERP,EQ, 19-Feb-2021,158.25,158.05,159.85,157.1,157.1,157.55,158.09,12167,19.24,312,6777,55.7,10,20210219
DHUNINV,EQ, 19-Feb-2021,270.4,265.85,277.9,265.85,275.0,275.35,272.89,5898,16.1,236,3833,64.99,10,20210219
PTL,EQ, 19-Feb-2021,42.25,42.8,42.8,41.8,42.15,41.95,42.28,28995,12.26,281,24280,83.74,10,20210219
SKIPPER,EQ, 19-Feb-2021,64.25,64.85,65.45,62.5,62.55,63.45,64.43,34668,22.34,472,16518,47.65,10,20210219
REVATHI,EQ, 19-Feb-2021,558.1,569.3,576.85,542.2,549.95,548.5,559.17,3050,17.05,331,1829,59.97,10,20210219
UTISENSETF,EQ, 19-Feb-2021,549.97,554.0,555.0,539.12,545.5,541.72,545.05,2004,10.92,109,1909,95.26,10,20210219
HBANKETF,EQ, 19-Feb-2021,364.09,361.9,365.33,355.0,358.51,357.65,358.27,6207,22.24,227,2906,46.82,10,20210219
ALICON,EQ, 19-Feb-2021,406.75,407.2,409.4,398.0,398.0,402.0,405.02,3821,15.48,265,2600,68.05,10,20210219
PLASTIBLEN,EQ, 19-Feb-2021,232.2,234.35,239.1,230.0,239.1,237.5,235.5,7269,17.12,292,4510,62.04,10,20210219
DPABHUSHAN,EQ, 19-Feb-2021,115.55,113.2,116.75,113.1,114.0,114.75,115.34,15461,17.83,184,8922,57.71,10,20210219
REMSONSIND,EQ, 19-Feb-2021,169.5,170.05,170.05,159.0,161.0,161.35,162.64,13173,21.42,485,6372,48.37,10,20210219
STEELCITY,EQ, 19-Feb-2021,36.25,35.6,36.4,34.0,34.3,34.6,34.82,38924,13.55,302,27992,71.91,9,20210219
KAMATHOTEL,EQ, 19-Feb-2021,34.85,34.95,35.5,33.5,34.4,34.05,34.48,40388,13.93,338,26194,64.86,9,20210219
GEEKAYWIRE,EQ, 19-Feb-2021,80.05,80.0,80.15,76.3,80.15,79.55,79.31,12492,9.91,45,12086,96.75,9,20210219
PODDARMENT,EQ, 19-Feb-2021,201.65,201.0,204.0,198.55,199.0,199.2,200.72,8721,17.51,434,4609,52.85,9,20210219
HDFCNIFETF,EQ, 19-Feb-2021,160.15,160.4,161.63,158.05,159.29,159.13,160.34,7823,12.54,358,6142,78.51,9,20210219
BCP,EQ, 19-Feb-2021,5.4,5.3,5.55,5.2,5.2,5.25,5.33,230773,12.3,388,179845,77.93,9,20210219
BASML,EQ, 19-Feb-2021,71.95,70.0,72.3,69.3,69.55,69.8,70.59,21386,15.1,508,13325,62.31,9,20210219
HISARMETAL,EQ, 19-Feb-2021,103.0,104.0,106.5,101.5,102.2,102.1,103.66,15769,16.35,249,9388,59.53,9,20210219
INTENTECH,EQ, 19-Feb-2021,35.8,36.9,36.9,35.25,35.25,35.45,35.87,32400,11.62,205,26631,82.19,9,20210219
GULFPETRO,EQ, 19-Feb-2021,41.7,42.5,42.5,41.5,41.95,41.85,41.87,36286,15.19,313,22953,63.26,9,20210219
FOSECOIND,EQ, 19-Feb-2021,1247.8,1252.0,1255.0,1240.4,1241.0,1243.25,1246.84,1249,15.57,193,794,63.57,9,20210219
KICL,EQ, 19-Feb-2021,1581.45,1594.1,1598.3,1533.65,1570.0,1565.45,1571.24,849,13.34,257,602,70.91,9,20210219
IVZINGOLD,EQ, 19-Feb-2021,4230.0,4190.2,4193.1,4180.0,4190.0,4190.0,4185.11,227,9.5,37,217,95.59,9,20210219
SHRIRAMEPC,EQ, 19-Feb-2021,4.6,4.5,4.55,4.35,4.5,4.45,4.47,373767,16.71,537,208916,55.89,9,20210219
ALKALI,EQ, 19-Feb-2021,51.9,51.6,55.5,51.6,53.65,53.45,54.12,29214,15.81,496,16906,57.87,9,20210219
KOTAKNV20,EQ, 19-Feb-2021,78.34,79.49,79.49,77.09,78.0,77.85,78.71,15021,11.82,148,12510,83.28,9,20210219
SPLIL,EQ, 19-Feb-2021,37.35,37.9,38.25,36.4,37.4,36.9,37.34,48042,17.94,545,25073,52.19,9,20210219
PIONDIST,EQ, 19-Feb-2021,109.65,111.85,111.85,106.5,107.05,108.0,108.94,14356,15.64,253,9008,62.75,9,20210219
RVHL,EQ, 19-Feb-2021,21.0,21.45,21.45,20.6,21.15,21.15,20.9,63879,13.35,386,47295,74.04,9,20210219
GOCLCORP,EQ, 19-Feb-2021,241.15,238.95,244.7,234.2,241.0,240.05,239.89,7815,18.75,364,4032,51.59,9,20210219
ICICILOVOL,EQ, 19-Feb-2021,119.42,120.97,120.97,117.55,118.3,118.1,118.14,9565,11.3,436,8356,87.36,9,20210219
SUMMITSEC,EQ, 19-Feb-2021,595.9,604.25,604.85,595.0,598.0,597.1,598.88,2132,12.77,215,1653,77.53,9,20210219
TCIDEVELOP,EQ, 19-Feb-2021,312.15,311.6,322.95,306.95,320.85,319.05,317.69,4641,14.74,139,3119,67.21,9,20210219
MUKTAARTS,EQ, 19-Feb-2021,30.85,32.35,32.35,31.5,32.0,31.85,32.22,43170,13.91,293,29220,67.69,9,20210219
ORIENTABRA,EQ, 19-Feb-2021,23.25,23.8,23.8,22.65,22.85,22.75,23.0,63075,14.51,313,43189,68.47,9,20210219
IDBIGOLD,EQ, 19-Feb-2021,4350.45,4359.3,4383.35,4318.0,4318.0,4319.1,4336.01,239,10.36,68,188,78.66,8,20210219
GPTINFRA,EQ, 19-Feb-2021,43.0,44.0,44.0,41.95,42.0,42.15,42.58,27779,11.83,313,20493,73.77,8,20210219
XPROINDIA,EQ, 19-Feb-2021,51.95,51.95,53.45,49.4,52.9,51.75,51.71,22355,11.56,390,15773,70.56,8,20210219
BAFNAPH,EQ, 19-Feb-2021,141.5,146.0,146.95,134.45,134.45,134.45,137.02,9562,13.1,222,6255,65.42,8,20210219
AURIONPRO,EQ, 19-Feb-2021,85.3,84.95,86.0,81.3,82.3,82.35,83.97,17005,14.28,689,10305,60.6,8,20210219
ICICISENSX,EQ, 19-Feb-2021,555.55,559.98,559.98,546.0,551.5,550.41,551.87,4829,26.65,128,1605,33.24,8,20210219
HINDNATGLS,EQ, 19-Feb-2021,27.3,27.75,27.75,26.1,26.9,26.7,27.22,38209,10.4,249,31274,81.85,8,20210219
INVENTURE,EQ, 19-Feb-2021,20.1,20.1,21.25,19.5,20.85,20.65,20.45,180457,36.9,3639,39664,21.98,8,20210219
SMSLIFE,EQ, 19-Feb-2021,562.95,560.0,575.95,546.05,557.0,565.45,562.97,2721,15.32,258,1455,53.47,8,20210219
ANIKINDS,EQ, 19-Feb-2021,15.4,15.9,16.15,14.9,16.15,16.0,15.79,80273,12.68,281,52436,65.32,8,20210219
CHEMBOND,EQ, 19-Feb-2021,188.4,186.6,189.5,182.8,187.9,186.1,187.12,7033,13.16,333,4333,61.61,8,20210219
GAMMNINFRA,EQ, 19-Feb-2021,0.7,0.75,0.75,0.65,0.7,0.7,0.71,1274479,9.1,23334,1172347,91.99,8,20210219
EMAMIPAP,EQ, 19-Feb-2021,97.65,97.65,99.4,95.1,97.0,96.5,97.85,11607,11.36,213,8267,71.22,8,20210219
NAHARINDUS,EQ, 19-Feb-2021,47.1,46.85,47.9,45.35,45.35,45.65,46.8,74418,34.82,728,18792,25.25,8,20210219
ANDHRACEMT,EQ, 19-Feb-2021,5.65,5.65,5.75,5.5,5.5,5.5,5.57,216609,12.07,859,148320,68.47,8,20210219
ELGIRUBCO,EQ, 19-Feb-2021,27.65,28.45,28.45,26.8,27.4,27.15,27.39,44180,12.1,278,32453,73.46,8,20210219
NETFLTGILT,EQ, 19-Feb-2021,22.15,22.15,22.15,22.08,22.12,22.11,22.09,41538,9.18,69,40471,97.43,8,20210219
DSSL,EQ, 19-Feb-2021,62.2,63.0,65.0,61.6,61.7,61.95,63.49,25698,16.32,454,13403,52.16,8,20210219
VISHNU,EQ, 19-Feb-2021,172.45,170.45,175.0,170.45,172.85,173.25,173.42,6504,11.28,237,4985,76.65,8,20210219
BHAGYANGR,EQ, 19-Feb-2021,33.95,34.6,35.1,32.2,32.25,32.7,33.67,46949,15.81,1365,25026,53.3,8,20210219
NITCO,EQ, 19-Feb-2021,23.3,23.8,23.8,22.25,22.25,22.45,22.87,56538,12.93,337,37390,66.13,8,20210219
AIRAN,EQ, 19-Feb-2021,18.6,18.65,18.7,17.7,18.2,18.05,18.11,60922,11.03,357,46134,75.73,8,20210219
MANXT50,EQ, 19-Feb-2021,352.6,351.95,352.91,344.53,346.85,347.3,346.67,4334,15.02,94,2482,57.27,8,20210219
RBL,EQ, 19-Feb-2021,781.0,780.0,780.0,772.95,778.1,775.5,775.94,2010,15.6,264,988,49.15,7,20210219
CTE,EQ, 19-Feb-2021,34.0,35.35,35.7,35.05,35.4,35.65,35.49,26623,9.45,222,21452,80.58,7,20210219
A2ZINFRA,EQ, 19-Feb-2021,4.2,4.25,4.3,4.2,4.25,4.25,4.25,229350,9.74,267,168740,73.57,7,20210219
ARCHIES,EQ, 19-Feb-2021,12.2,12.4,12.6,12.1,12.2,12.3,12.42,87264,10.84,277,60716,69.58,7,20210219
MANAKSTEEL,EQ, 19-Feb-2021,20.2,19.9,20.6,19.7,20.25,20.1,20.02,44433,8.9,204,37209,83.74,7,20210219
ALANKIT,EQ, 19-Feb-2021,16.7,16.7,16.95,16.5,16.8,16.6,16.75,56239,9.42,227,42494,75.56,7,20210219
AROGRANITE,EQ, 19-Feb-2021,46.25,46.3,46.3,44.6,45.05,44.9,45.41,25036,11.37,301,16915,67.56,7,20210219
GANGESSECU,EQ, 19-Feb-2021,61.65,62.85,67.8,60.95,65.5,64.75,65.25,22555,14.72,431,11357,50.35,7,20210219
GENUSPAPER,EQ, 19-Feb-2021,6.5,6.55,6.7,6.4,6.4,6.4,6.55,160359,10.5,216,115862,72.25,7,20210219
DPWIRES,EQ, 19-Feb-2021,113.35,111.15,115.35,111.0,113.9,112.15,112.53,9962,11.21,172,6235,62.59,7,20210219
HITECHCORP,EQ, 19-Feb-2021,132.0,132.95,139.95,130.4,136.0,138.25,136.64,14831,20.27,385,5184,34.95,7,20210219
DCM,EQ, 19-Feb-2021,28.65,29.25,29.8,27.65,28.25,28.05,28.47,35496,10.1,345,25468,71.75,7,20210219
ICICIMCAP,EQ, 19-Feb-2021,89.02,90.0,90.0,87.01,87.25,87.24,87.67,12303,10.79,231,7712,62.68,6,20210219
BPL,EQ, 19-Feb-2021,21.95,21.8,22.2,21.5,21.8,21.65,21.81,50299,10.97,420,30582,60.8,6,20210219
GOKULAGRO,EQ, 19-Feb-2021,23.25,23.7,23.7,22.6,23.2,23.0,23.03,45114,10.39,377,27719,61.44,6,20210219
BALAXI,EQ, 19-Feb-2021,596.3,599.95,607.95,585.0,585.0,590.3,598.68,1919,11.49,145,1095,57.06,6,20210219
MARATHON,EQ, 19-Feb-2021,72.4,73.9,74.4,72.15,72.5,72.75,73.28,17372,12.73,253,9269,53.36,6,20210219
SALONA,EQ, 19-Feb-2021,82.85,85.65,91.1,85.65,89.7,88.8,89.79,12844,11.53,347,7432,57.86,6,20210219
AYMSYNTEX,EQ, 19-Feb-2021,50.3,50.55,52.5,49.0,51.8,50.6,51.22,17409,8.92,230,12153,69.81,6,20210219
EIHAHOTELS,EQ, 19-Feb-2021,272.45,272.05,275.05,270.9,273.8,271.25,273.76,3954,10.82,239,2537,64.16,6,20210219
SANGINITA,EQ, 19-Feb-2021,25.35,26.4,26.4,24.9,25.25,25.15,25.13,31222,7.85,263,26095,83.58,6,20210219
SAGARDEEP,EQ, 19-Feb-2021,45.7,45.8,48.2,45.8,48.15,46.45,46.33,22447,10.4,254,14558,64.85,6,20210219
SEYAIND,EQ, 19-Feb-2021,54.95,54.8,56.3,54.4,54.45,54.65,55.36,18663,10.33,369,11965,64.11,6,20210219
SIGIND,EQ, 19-Feb-2021,33.05,32.9,33.5,32.1,33.0,32.95,32.9,27643,9.1,343,19159,69.31,6,20210219
PREMEXPLN,EQ, 19-Feb-2021,125.85,125.85,128.95,123.0,123.0,123.9,125.91,10980,13.82,387,5424,49.4,6,20210219
AARVI,EQ, 19-Feb-2021,48.45,48.05,50.35,45.85,46.15,47.95,49.02,19764,9.69,260,12321,62.34,6,20210219
CLEDUCATE,EQ, 19-Feb-2021,70.8,68.3,72.9,68.3,69.05,69.9,70.77,16121,11.41,311,9096,56.42,6,20210219
KREBSBIO,EQ, 19-Feb-2021,109.9,112.2,112.2,110.0,111.85,111.55,110.97,8689,9.64,166,5892,67.81,6,20210219
KECL,EQ, 19-Feb-2021,14.15,14.0,14.25,13.7,13.8,13.8,13.85,60778,8.41,316,44480,73.18,6,20210219
GINNIFILA,EQ, 19-Feb-2021,19.65,19.45,19.85,19.0,19.1,19.35,19.47,46370,9.03,172,33904,73.12,6,20210219
BINDALAGRO,EQ, 19-Feb-2021,17.45,17.8,17.8,16.2,17.4,17.15,17.04,76842,13.1,386,38371,49.93,6,20210219
TMRVL,EQ, 19-Feb-2021,11.9,12.15,12.2,11.5,11.65,11.65,11.74,66938,7.86,365,45668,68.22,5,20210219
DTIL,EQ, 19-Feb-2021,265.05,268.0,269.45,263.05,266.15,265.05,266.48,5735,15.28,338,2095,36.53,5,20210219
IVC,EQ, 19-Feb-2021,4.3,4.3,4.4,4.2,4.35,4.2,4.29,163962,7.04,229,131275,80.06,5,20210219
MSPL,EQ, 19-Feb-2021,7.6,7.75,7.95,7.25,7.25,7.25,7.38,94013,6.93,276,70148,74.62,5,20210219
RSSOFTWARE,EQ, 19-Feb-2021,24.75,25.2,25.2,23.6,23.9,23.8,24.21,37614,9.11,343,23984,63.76,5,20210219
UTINIFTETF,EQ, 19-Feb-2021,1612.73,1614.03,1620.5,1592.95,1609.0,1604.01,1608.54,471,7.58,53,341,72.4,5,20210219
UNIVPHOTO,EQ, 19-Feb-2021,190.25,191.3,193.7,181.2,183.45,186.25,189.07,3963,7.49,167,2781,70.17,5,20210219
RAMANEWS,EQ, 19-Feb-2021,14.2,14.2,14.75,14.1,14.25,14.2,14.39,80112,11.53,378,41621,51.95,5,20210219
NIPPOBATRY,EQ, 19-Feb-2021,675.45,675.55,684.0,660.05,661.5,664.55,668.41,1540,10.29,252,827,53.7,5,20210219
BALPHARMA,EQ, 19-Feb-2021,54.05,53.8,55.25,53.05,54.3,53.65,54.01,15210,8.22,321,10740,70.61,5,20210219
JAYNECOIND,EQ, 19-Feb-2021,6.1,6.0,6.4,6.0,6.4,6.4,6.29,112997,7.11,156,92913,82.23,5,20210219
WEALTH,EQ, 19-Feb-2021,148.0,148.2,151.85,140.7,140.7,140.9,144.67,4186,6.06,74,3458,82.61,5,20210219
ICEMAKE,EQ, 19-Feb-2021,77.9,77.0,78.6,75.6,77.35,76.05,77.3,11138,8.61,193,6530,58.63,5,20210219
LGBFORGE,EQ, 19-Feb-2021,4.85,4.95,5.0,4.65,4.65,4.65,4.86,238772,11.6,365,121552,50.91,5,20210219
PIONEEREMB,EQ, 19-Feb-2021,40.65,41.8,41.85,39.7,39.7,39.75,40.13,18744,7.52,264,14195,75.73,5,20210219
DUCON,EQ, 19-Feb-2021,5.95,5.8,5.9,5.6,5.65,5.65,5.75,127041,7.3,527,96982,76.34,5,20210219
NBIFIN,EQ, 19-Feb-2021,1792.9,1792.0,1807.75,1716.15,1800.0,1788.8,1782.29,540,9.62,190,309,57.22,5,20210219
SUNDRMBRAK,EQ, 19-Feb-2021,362.75,364.55,365.9,360.35,362.25,362.7,362.65,2052,7.44,139,1410,68.71,5,20210219
VHL,EQ, 19-Feb-2021,1409.95,1402.1,1435.7,1375.0,1375.0,1381.9,1389.01,661,9.18,171,382,57.79,5,20210219
NXTDIGITAL,EQ, 19-Feb-2021,497.3,497.95,504.95,494.1,495.0,495.0,498.33,2211,11.02,323,1190,53.82,5,20210219
FELDVR,EQ, 19-Feb-2021,14.35,14.0,15.1,13.8,14.95,14.7,14.46,76894,11.12,332,37810,49.17,5,20210219
LYPSAGEMS,EQ, 19-Feb-2021,5.5,5.65,5.75,5.25,5.25,5.25,5.51,118308,6.51,421,91001,76.92,5,20210219
AUTOIND,EQ, 19-Feb-2021,31.5,31.5,32.65,31.3,32.15,32.2,32.24,23510,7.58,241,18470,78.56,5,20210219
